val.iteration.device,val.iteration.epoch,val.iteration.epoch_step,val.iteration.global_step,val.iteration.batch_id,val.iteration.num_samples,val.iteration.total_time,val.iteration.data_time,val.iteration.compute_time,val.iteration.total_ips,val.iteration.compute_ips,val.iteration.loss,val.iteration.top1,val.iteration.top5,val.iteration.timestamp,val.iteration.datetime
0,0,0,0,4326880672528538148,256,7.997007744997973,6.093125968996901,1.9038817760010716,32.0119734984782,134.46213059389876,6.9077534675598145,7.421875,53.515625,2024-01-09 17:06:23.907,1704819983.907538
0,0,1,1,8370303465395607031,256,7.3793718829983845,6.000964361010119,1.3784075219882652,34.69129948441928,185.7215634101708,6.9077534675598145,12.890625,48.046875,2024-01-09 17:06:31.312,1704819991.312173
0,0,2,2,3770249889590245754,256,7.391771991999121,6.0535700309992535,1.3382019609998679,34.63310289834362,191.30146828414735,6.9077534675598145,10.9375,41.796875,2024-01-09 17:06:38.714,1704819998.71452
0,0,3,3,5657021953868111072,256,7.44037945799937,6.103397846993175,1.3369816110061947,34.40684731808495,191.47608156505441,6.9077534675598145,9.375,52.34375,2024-01-09 17:06:46.170,1704820006.17075
